,COD,REFRESH,LAT,LON,CODIGOLINHA,ADAPT,TIPO_VEIC,TABELA,SITUACAO,SITUACAO2,SENT,TCOUNT
PA296,PA296,17:17,-25.48271,-49.239538,REC,1,1,,,,,1
BL601,BL601,17:16,-25.41479,-49.280818,REC,0,4,,,,,1
BA277,BA277,17:14,-25.415746,-49.281085,REC,1,1,,,,,1
03023,03023,17:14,-25.44181,-49.26821,REC,0,,,,,,1
HA606,HA606,17:17,-25.53888,-49.307541,REC,1,4,,,,,1
JE708,JE708,17:17,-25.449008,-49.366301,REC,0,5,,,,,1
BI026,BI026,17:17,-25.415203,-49.28052,REC,1,1,,,,,1
BI025,BI025,17:13,-25.415416,-49.281111,REC,1,1,,,,,1
EL336,EL336,17:17,-25.467993,-49.255236,REC,0,3,,,,,1
GI604,GI604,17:17,-25.548585,-49.291556,REC,1,4,,,,,1
HA004,HA004,17:17,-25.539545,-49.307776,REC,1,1,,,,,1
HE602,HE602,17:16,-25.538168,-49.307103,REC,0,4,,,,,1
BA018,BA018,17:16,-25.415326,-49.281275,REC,1,1,,,,,1
HL347,HL347,17:17,-25.54018,-49.307905,REC,0,3,,,,,1
HI608,HI608,17:17,-25.538568,-49.307665,REC,1,4,,,,,1
JI864,JI864,17:17,-25.44928,-49.365338,REC,1,7,,,,,1
HL343,HL343,17:16,-25.537375,-49.30663,REC,1,3,,,,,1
05062,05062,17:17,-25.41052,-49.24828,REC,0,,,,,,1
05061,05061,17:17,-25.38088,-49.22881,REC,0,,,,,,1
KE703,KE703,17:17,-25.482918,-49.238721,REC,0,5,,,,,1
CL600,CL600,17:16,-25.38192,-49.185936,REC,0,4,,,,,1
EA189,EA189,17:17,-25.467925,-49.254468,REC,1,1,,,,,1
BL347,BL347,17:17,-25.41514,-49.281241,REC,0,3,,,,,1
BA017,BA017,17:17,-25.415765,-49.281093,REC,1,1,,,,,1
BL356,BL356,17:17,-25.41543,-49.281195,REC,0,3,,,,,1
JC300,JC300,17:13,-25.44947,-49.366818,REC,1,3,,,,,1
BL334,BL334,17:17,-25.415923,-49.281163,REC,0,3,,,,,1
BI889,BI889,17:14,-25.399418,-49.273901,REC,1,7,,,,,1
HB611,HB611,17:17,-25.538,-49.307286,REC,1,4,,,,,1
GC007,GC007,17:17,-25.54865,-49.292316,REC,1,1,,,,,1
BL358,BL358,17:17,-25.41474,-49.281201,REC,0,3,,,,,1
HC853,HC853,17:17,-25.513698,-49.295258,REC,1,7,,,,,1
GE843,GE843,17:15,-25.548558,-49.291885,REC,0,5,,,,,1
BA039,BA039,17:17,-25.393913,-49.241821,REC,1,1,,,,,1
GC291,GC291,17:16,-25.548965,-49.292195,REC,1,1,,,,,1
00001,00001,17:16,-25.517123,-49.23046,REC,0,,,,,,1
GB607,GB607,17:16,-25.548493,-49.291613,REC,1,4,,,,,1
HB302,HB302,17:17,-25.548813,-49.30445,REC,1,3,,,,,1
GC002,GC002,17:17,-25.54884,-49.292255,REC,1,1,,,,,1
HL304,HL304,17:15,-25.540088,-49.307955,REC,0,3,,,,,1
GL338,GL338,17:17,-25.54928,-49.290325,REC,0,3,,,,,1
03021,03021,17:15,-25.44831,-49.28535,REC,0,,,,,,1
EA019,EA019,17:17,-25.468828,-49.255663,REC,1,1,,,,,1
BC314,BC314,17:15,-25.415403,-49.280951,REC,1,10,,,,,1
GC005,GC005,17:17,-25.55021,-49.290778,REC,1,1,,,,,1
00072,00072,17:17,-25.502193,-49.237199,REC,0,,,,,,1
JB606,JB606,17:17,-25.44928,-49.367135,REC,1,4,,,,,1
HI607,HI607,17:17,-25.538433,-49.306978,REC,0,4,,,,,1
00023,00023,17:17,-25.47594,-49.24996,REC,0,,,,,,1
BL607,BL607,17:17,-25.414763,-49.281053,REC,0,4,,,,,1
03035,03035,17:17,-25.45226,-49.28786,REC,0,,,,,,1
GC010,GC010,17:16,-25.548538,-49.292321,REC,1,1,,,,,1
EB609,EB609,17:17,-25.467805,-49.254936,REC,1,4,,,,,1
EI601,EI601,17:17,-25.468073,-49.254828,REC,1,4,,,,,1
JL338,JL338,17:17,-25.510625,-49.342241,REC,0,3,,,,,1
BT010,BT010,17:16,-25.414758,-49.281005,REC,0,3,,,,,1
JC501,JC501,17:17,-25.449481,-49.366635,REC,1,2,,,,,1
JA032,JA032,17:17,-25.449283,-49.366056,REC,1,1,,,,,1
KE845,KE845,17:17,-25.483581,-49.238941,REC,0,5,,,,,1
00019,00019,17:17,-25.48966,-49.24328,REC,0,,,,,,1
08059,08059,17:17,-25.43397,-49.27703,REC,0,,,,,,1
HE728,HE728,17:16,-25.539343,-49.308205,REC,0,5,,,,,1
HE601,HE601,17:17,-25.538148,-49.30703,REC,0,4,,,,,1
GE694,GE694,17:17,-25.549935,-49.292075,REC,0,4,,,,,1
GC947,GC947,17:17,-25.55045,-49.291918,REC,1,7,,,,,1
02025,02025,17:17,-25.42892,-49.22498,REC,0,,,,,,1
HB600,HB600,17:16,-25.5403,-49.307943,REC,1,4,,,,,1
HB604,HB604,17:17,-25.537955,-49.30748,REC,1,4,,,,,1
GE724,GE724,17:17,-25.549553,-49.290348,REC,0,5,,,,,1
PL306,PL306,17:17,-25.482953,-49.23938,REC,0,3,,,,,1
EA300,EA300,17:17,-25.468298,-49.255765,REC,1,3,,,,,1
09068,09068,17:17,-25.434093,-49.269195,REC,0,,,,,,1
JI018,JI018,17:17,-25.4491,-49.366191,REC,1,1,,,,,1
GE612,GE612,17:17,-25.549486,-49.29067,REC,0,4,,,,,1
CC297,CC297,17:17,-25.381255,-49.1855,REC,1,1,,,,,1
HI612,HI612,17:17,-25.538571,-49.307488,REC,1,4,,,,,1
GA298,GA298,17:17,-25.548163,-49.291456,REC,1,1,,,,,1
00039,00039,17:17,-25.44365,-49.26567,REC,0,,,,,,1
BL342,BL342,17:17,-25.415483,-49.28123,REC,0,3,,,,,1
EL602,EL602,17:17,-25.468553,-49.254661,REC,0,4,,,,,1
HA296,HA296,17:12,-25.539441,-49.307818,REC,1,1,,,,,1
BB302,BB302,17:17,-25.414891,-49.281238,REC,1,10,,,,,1
BI015,BI015,17:16,-25.395671,-49.242818,REC,1,1,,,,,1
GL326,GL326,17:17,-25.549001,-49.29078,REC,0,3,,,,,1
HA199,HA199,17:17,-25.538838,-49.30787,REC,1,1,,,,,1
CI008,CI008,17:16,-25.380481,-49.1851,REC,1,1,,,,,1
GC008,GC008,17:17,-25.54864,-49.292288,REC,1,1,,,,,1
HL600,HL600,17:17,-25.538301,-49.306865,REC,0,4,,,,,1
HE708,HE708,17:17,-25.53896,-49.307298,REC,0,5,,,,,1
HC014,HC014,17:17,-25.538336,-49.307625,REC,1,1,,,,,1
HR804,HR804,17:17,-25.538445,-49.306936,REC,0,4,,,,,1
EL342,EL342,17:17,-25.467935,-49.255323,REC,0,3,,,,,1
GL315,GL315,17:17,-25.548833,-49.290805,REC,0,3,,,,,1
08057,08057,17:17,-25.43134,-49.27877,REC,0,,,,,,1
GL343,GL343,17:17,-25.549163,-49.290685,REC,0,3,,,,,1
GL337,GL337,17:16,-25.510566,-49.34161,REC,0,3,,,,,1
GB605,GB605,17:17,-25.549355,-49.290938,REC,1,4,,,,,1
GE602,GE602,17:15,-25.550123,-49.291791,REC,0,4,,,,,1
EL326,EL326,17:17,-25.467845,-49.255331,REC,1,3,,,,,1
MC079,MC079,17:17,-25.419398,-49.294531,REC,1,1,,,,,1
JI005,JI005,17:17,-25.449178,-49.366191,REC,1,1,,,,,1
BC309,BC309,17:17,-25.414363,-49.281131,REC,1,3,,,,,1
EA206,EA206,17:17,-25.468343,-49.256096,REC,1,1,,,,,1
PL305,PL305,17:17,-25.483131,-49.23878,REC,0,3,,,,,1
HC300,HC300,17:17,-25.539871,-49.30785,REC,0,10,,,,,1
GA178,GA178,17:17,-25.548205,-49.292073,REC,1,1,,,,,1
JI860,JI860,17:16,-25.448636,-49.366188,REC,1,7,,,,,1
HI604,HI604,17:17,-25.538876,-49.307578,REC,1,4,,,,,1
JE702,JE702,17:17,-25.449026,-49.36644,REC,0,5,,,,,1
EA191,EA191,17:17,-25.468023,-49.254363,REC,1,1,,,,,1
BL330,BL330,17:16,-25.415456,-49.281373,REC,0,3,,,,,1
07030,07030,17:17,-25.42835,-49.27325,REC,0,,,,,,1
03040,03040,17:17,-25.44275,-49.28075,REC,0,,,,,,1
PC948,PC948,17:17,-25.482758,-49.238968,REC,1,7,,,,,1
EA012,EA012,17:17,-25.468565,-49.255898,REC,1,1,,,,,1
07027,07027,17:17,-25.42835,-49.27325,REC,0,,,,,,1
HC010,HC010,17:17,-25.538288,-49.307803,REC,1,1,,,,,1
09015,09015,17:17,-25.49943,-49.29604,REC,0,,,,,,1
HL319,HL319,17:17,-25.537591,-49.30701,REC,0,3,,,,,1
MB605,MB605,17:17,-25.419148,-49.29445,REC,1,4,,,,,1
BC009,BC009,17:17,-25.415106,-49.280981,REC,1,1,,,,,1
HE713,HE713,17:16,-25.539111,-49.308248,REC,0,5,,,,,1
02038,02038,17:17,-25.43233,-49.26558,REC,0,,,,,,1
JI019,JI019,17:13,-25.456716,-49.268968,REC,1,1,,,,,1
HI602,HI602,17:17,-25.538405,-49.30759,REC,1,4,,,,,1
06043,06043,17:14,-25.44319,-49.21421,REC,0,,,,,,1
HA006,HA006,17:17,-25.539176,-49.307938,REC,1,1,,,,,1
BC319,BC319,17:17,-25.415116,-49.280953,REC,1,10,,,,,1
CA001,CA001,17:17,-25.381486,-49.18572,REC,0,1,,,,,1
HI627,HI627,17:17,-25.538721,-49.3075,REC,1,4,,,,,1
HA012,HA012,17:17,-25.538973,-49.307908,REC,1,1,,,,,1
BL336,BL336,17:15,-25.414728,-49.281513,REC,0,3,,,,,1
HI038,HI038,17:17,-25.539733,-49.307728,REC,1,1,,,,,1
EA007,EA007,17:17,-25.468616,-49.255851,REC,1,1,,,,,1
JI606,JI606,17:17,-25.44878,-49.366908,REC,1,4,,,,,1
HL315,HL315,17:17,-25.506138,-49.31299,REC,0,3,,,,,1
HE608,HE608,17:17,-25.538208,-49.306906,REC,0,4,,,,,1
HL699,HL699,17:17,-25.538348,-49.306938,REC,0,4,,,,,1
JL320,JL320,17:17,-25.448508,-49.365633,REC,1,3,,,,,1
HI040,HI040,17:17,-25.539661,-49.307721,REC,1,1,,,,,1
KA602,KA602,17:17,-25.482848,-49.239238,REC,1,4,,,,,1
GE720,GE720,17:17,-25.549273,-49.291578,REC,0,5,,,,,1
HA198,HA198,17:17,-25.53882,-49.308015,REC,1,1,,,,,1
HA288,HA288,17:17,-25.539083,-49.307825,REC,1,1,,,,,1
GA003,GA003,17:15,-25.549458,-49.290345,REC,1,1,,,,,1
BL345,BL345,17:17,-25.415835,-49.281241,REC,0,3,,,,,1
HA196,HA196,17:17,-25.539776,-49.307688,REC,1,1,,,,,1
09043,09043,17:17,-25.47651,-49.28021,REC,0,,,,,,1
02036,02036,17:17,-25.41537,-49.26791,REC,0,,,,,,1
03019,03019,17:17,-25.513697,-49.295752,REC,0,,,,,,1
GE719,GE719,17:15,-25.549171,-49.29161,REC,0,5,,,,,1
HL306,HL306,17:16,-25.537646,-49.306946,REC,0,3,,,,,1
BC927,BC927,17:16,-25.415146,-49.280418,REC,1,7,,,,,1
ER802,ER802,17:17,-25.468538,-49.254678,REC,0,4,,,,,1
EL601,EL601,17:17,-25.468588,-49.254651,REC,0,4,,,,,1
BC299,BC299,17:16,-25.415873,-49.281286,REC,1,1,,,,,1
JI602,JI602,17:16,-25.449146,-49.367148,REC,1,4,,,,,1
BD145,BD145,17:16,-25.394986,-49.242461,REC,0,5,,,,,1
GE711,GE711,17:17,-25.549401,-49.29031,REC,0,5,,,,,1
BA022,BA022,17:16,-25.415505,-49.281126,REC,1,1,,,,,1
BE711,BE711,17:14,-25.394845,-49.242811,REC,0,5,,,,,1
GE701,GE701,17:17,-25.549433,-49.291495,REC,0,5,,,,,1
BI016,BI016,17:15,-25.38474,-49.203078,REC,1,1,,,,,1
02084,02084,17:17,-25.547664,-49.260224,REC,0,,,,,,1
JB301,JB301,17:17,-25.449496,-49.36658,REC,1,3,,,,,1
GE605,GE605,17:17,-25.550361,-49.291601,REC,0,4,,,,,1
HE703,HE703,17:17,-25.539713,-49.308043,REC,0,5,,,,,1
GE609,GE609,17:15,-25.548583,-49.291893,REC,0,4,,,,,1
JA301,JA301,17:17,-25.449306,-49.366328,REC,1,3,,,,,1
HA619,HA619,17:17,-25.538708,-49.307635,REC,1,4,,,,,1
HC006,HC006,17:17,-25.538388,-49.307606,REC,1,1,,,,,1
HE614,HE614,17:17,-25.538308,-49.307055,REC,0,4,,,,,1
JA030,JA030,17:17,-25.449231,-49.365771,REC,1,1,,,,,1
GB614,GB614,17:15,-25.54932,-49.291151,REC,1,4,,,,,1
HC502,HC502,17:17,-25.53847,-49.307703,REC,1,2,,,,,1
GB606,GB606,17:17,-25.54892,-49.29144,REC,1,4,,,,,1
EL307,EL307,17:17,-25.467713,-49.255448,REC,0,3,,,,,1
CL698,CL698,17:17,-25.381041,-49.186146,REC,0,4,,,,,1
HI609,HI609,17:17,-25.538948,-49.307366,REC,1,4,,,,,1
JE848,JE848,17:17,-25.449048,-49.36652,REC,0,5,,,,,1
BA019,BA019,17:16,-25.415321,-49.281145,REC,1,1,,,,,1
HL698,HL698,17:17,-25.538448,-49.306856,REC,0,4,,,,,1
HC013,HC013,17:16,-25.539233,-49.308355,REC,1,1,,,,,1
BL355,BL355,17:16,-25.415323,-49.281256,REC,0,3,,,,,1
HE718,HE718,17:13,-25.539498,-49.308808,REC,0,5,,,,,1
HA027,HA027,17:17,-25.539378,-49.307695,REC,1,1,,,,,1
HL601,HL601,17:17,-25.538258,-49.306896,REC,0,4,,,,,1
HA015,HA015,17:12,-25.539541,-49.307635,REC,1,1,,,,,1
KB601,KB601,17:17,-25.48264,-49.239338,REC,1,4,,,,,1
JI298,JI298,17:17,-25.448765,-49.365166,REC,1,1,,,,,1
07025,07025,17:17,-25.42835,-49.27325,REC,0,,,,,,1
BC850,BC850,17:17,-25.415226,-49.280498,REC,1,7,,,,,1
GL699,GL699,17:17,-25.549798,-49.292078,REC,0,4,,,,,1
05047,05047,17:17,-25.41323,-49.25867,REC,0,,,,,,1
EA601,EA601,17:17,-25.467725,-49.255445,REC,1,4,,,,,1
BC308,BC308,17:17,-25.415206,-49.281168,REC,1,3,,,,,1
BL602,BL602,17:14,-25.415436,-49.281383,REC,0,4,,,,,1
HL323,HL323,17:17,-25.537423,-49.307128,REC,0,3,,,,,1
EL338,EL338,17:17,-25.468115,-49.255233,REC,0,3,,,,,1
GA296,GA296,17:17,-25.548185,-49.291568,REC,1,1,,,,,1
HL341,HL341,17:17,-25.537268,-49.306756,REC,1,3,,,,,1
GI023,GI023,17:17,-25.548681,-49.29141,REC,1,1,,,,,1
HA195,HA195,17:12,-25.53895,-49.307981,REC,1,1,,,,,1
JE706,JE706,17:17,-25.449,-49.36636,REC,0,5,,,,,1
GA294,GA294,17:16,-25.550375,-49.29134,REC,1,1,,,,,1
HD246,HD246,17:17,-25.538411,-49.307076,REC,0,5,,,,,1
KE706,KE706,17:17,-25.483065,-49.23862,REC,0,5,,,,,1
PI008,PI008,17:17,-25.483156,-49.239123,REC,1,1,,,,,1
CA299,CA299,17:17,-25.380785,-49.185095,REC,1,1,,,,,1
JB302,JB302,17:17,-25.44953,-49.36677,REC,1,10,,,,,1
03045,03045,17:17,-25.415778,-49.281153,REC,0,,,,,,1
HA030,HA030,17:17,-25.53973,-49.307718,REC,1,1,,,,,1
BA011,BA011,17:17,-25.415228,-49.280743,REC,1,1,,,,,1
JL337,JL337,17:17,-25.448783,-49.365746,REC,0,3,,,,,1
EI011,EI011,17:17,-25.467365,-49.25537,REC,1,1,,,,,1
GD344,GD344,17:17,-25.548565,-49.29193,REC,0,5,,,,,1
EA205,EA205,17:17,-25.46844,-49.255985,REC,1,1,,,,,1
JC015,JC015,17:17,-25.449415,-49.366823,REC,1,1,,,,,1
HE603,HE603,17:17,-25.538126,-49.307175,REC,0,4,,,,,1
GI600,GI600,17:17,-25.549028,-49.291335,REC,1,4,,,,,1
GI610,GI610,17:17,-25.548708,-49.291513,REC,1,4,,,,,1
EL310,EL310,17:17,-25.468153,-49.25531,REC,0,3,,,,,1
05005,05005,17:17,-25.39331,-49.24118,REC,0,,,,,,1
PL487,PL487,17:17,-25.483,-49.23905,REC,0,3,,,,,1
GE841,GE841,17:17,-25.548913,-49.291711,REC,0,5,,,,,1
BB300,BB300,17:16,-25.415161,-49.281135,REC,1,3,,,,,1
HB610,HB610,17:17,-25.537991,-49.307538,REC,1,4,,,,,1
09034,09034,17:17,-25.436006,-49.274452,REC,0,,,,,,1
EL340,EL340,17:17,-25.46794,-49.255316,REC,0,3,,,,,1
HL309,HL309,17:17,-25.537873,-49.307651,REC,0,3,,,,,1
HD250,HD250,17:17,-25.538433,-49.306966,REC,0,5,,,,,1
CI003,CI003,17:13,-25.38124,-49.185766,REC,1,1,,,,,1
BL310,BL310,17:17,-25.415728,-49.28121,REC,0,3,,,,,1
HE705,HE705,17:17,-25.539898,-49.307971,REC,0,5,,,,,1
GA212,GA212,17:16,-25.549923,-49.29121,REC,1,1,,,,,1
EL603,EL603,17:17,-25.468641,-49.25458,REC,0,4,,,,,1
05006,05006,17:16,-25.39347,-49.20439,REC,0,,,,,,1
BC027,BC027,17:17,-25.415575,-49.281053,REC,1,1,,,,,1
GB613,GB613,17:17,-25.549115,-49.291293,REC,1,4,,,,,1
BL610,BL610,17:17,-25.414736,-49.280738,REC,0,4,,,,,1
EA014,EA014,17:17,-25.468866,-49.255663,REC,1,1,,,,,1
BE723,BE723,17:17,-25.394873,-49.242826,REC,0,5,,,,,1
HB698,HB698,17:17,-25.53809,-49.307395,REC,1,4,,,,,1
EA602,EA602,17:17,-25.467758,-49.254995,REC,1,4,,,,,1
PA999,PA999,17:17,-25.482683,-49.239025,REC,1,6,,,,,1
BC010,BC010,17:17,-25.41571,-49.281066,REC,1,1,,,,,1
GE728,GE728,17:17,-25.548713,-49.291828,REC,0,5,,,,,1
HI852,HI852,17:17,-25.53948,-49.307178,REC,1,7,,,,,1
GI300,GI300,17:17,-25.549298,-49.290201,REC,1,3,,,,,1
05041,05041,17:14,-25.42321,-49.2676,REC,0,,,,,,1
MN610,MN610,17:17,-25.418996,-49.294433,REC,1,7,,,,,1
08054,08054,17:17,-25.42953,-49.28374,REC,0,,,,,,1
GR126,GR126,17:17,-25.548551,-49.291598,REC,1,4,,,,,1
GC946,GC946,17:17,-25.550021,-49.291963,REC,1,7,,,,,1
GC004,GC004,17:17,-25.548763,-49.292271,REC,1,1,,,,,1
EL301,EL301,17:17,-25.467466,-49.255313,REC,0,3,,,,,1
GC013,GC013,17:17,-25.548466,-49.29235,REC,1,1,,,,,1
HL602,HL602,17:17,-25.538405,-49.306888,REC,0,4,,,,,1
GD346,GD346,17:17,-25.54937,-49.291463,REC,0,5,,,,,1
09016,09016,17:17,-25.49555,-49.29443,REC,0,,,,,,1
HE606,HE606,17:17,-25.53814,-49.307168,REC,0,4,,,,,1
HD242,HD242,17:17,-25.538386,-49.307113,REC,0,5,,,,,1
JA300,JA300,17:17,-25.449256,-49.365851,REC,1,3,,,,,1
HA124,HA124,17:17,-25.53898,-49.307945,REC,1,1,,,,,1
MC077,MC077,17:17,-25.419321,-49.294625,REC,1,1,,,,,1
BA010,BA010,17:16,-25.41522,-49.280835,REC,1,1,,,,,1
05022,05022,17:17,-25.40651,-49.25221,REC,0,,,,,,1
PI001,PI001,17:17,-25.483528,-49.23871,REC,1,1,,,,,1
JA853,JA853,17:17,-25.449368,-49.365693,REC,1,7,,,,,1
PE838,PE838,17:17,-25.482886,-49.23873,REC,0,5,,,,,1
JI015,JI015,17:17,-25.449313,-49.366045,REC,1,1,,,,,1
GC018,GC018,17:17,-25.549771,-49.291256,REC,1,1,,,,,1
GA210,GA210,17:17,-25.548173,-49.29178,REC,1,1,,,,,1
JI299,JI299,17:17,-25.449183,-49.36617,REC,1,1,,,,,1
EA202,EA202,17:17,-25.468751,-49.255736,REC,1,1,,,,,1
CB602,CB602,17:16,-25.381738,-49.185815,REC,1,4,,,,,1
EE600,EE600,17:17,-25.467661,-49.255043,REC,0,4,,,,,1
BC303,BC303,17:14,-25.50617,-49.312965,REC,1,3,,,,,1
EB606,EB606,17:17,-25.467921,-49.254905,REC,1,4,,,,,1
09002,09002,17:16,-25.47735,-49.32631,REC,0,,,,,,1
GD349,GD349,17:16,-25.54897,-49.29161,REC,0,5,,,,,1
00007,00007,17:17,-25.48245,-49.24689,REC,0,,,,,,1
GA299,GA299,17:17,-25.548198,-49.291405,REC,1,1,,,,,1
KB607,KB607,17:17,-25.483158,-49.239118,REC,1,4,,,,,1
HI605,HI605,17:16,-25.53887,-49.307426,REC,1,4,,,,,1
BL357,BL357,17:17,-25.414848,-49.280706,REC,0,3,,,,,1
GA697,GA697,17:17,-25.54889,-49.291426,REC,1,4,,,,,1
BI858,BI858,17:17,-25.415103,-49.280505,REC,1,7,,,,,1
09023,09023,17:17,-25.48104,-49.2926,REC,0,,,,,,1
HA613,HA613,17:17,-25.538958,-49.307538,REC,1,4,,,,,1
EL345,EL345,17:17,-25.467906,-49.255298,REC,0,3,,,,,1
PE698,PE698,17:17,-25.483141,-49.239243,REC,0,4,,,,,1
GE708,GE708,17:15,-25.548715,-49.291816,REC,0,5,,,,,1
HA615,HA615,17:17,-25.538811,-49.307425,REC,1,4,,,,,1
JA854,JA854,17:17,-25.449161,-49.365721,REC,0,7,,,,,1
HI028,HI028,17:17,-25.538926,-49.30784,REC,1,1,,,,,1
HI622,HI622,17:16,-25.5389,-49.307595,REC,1,4,,,,,1
GC292,GC292,17:17,-25.549008,-49.292221,REC,1,1,,,,,1
HA128,HA128,17:17,-25.539231,-49.307865,REC,1,1,,,,,1
JI013,JI013,17:10,-25.448863,-49.365363,REC,1,1,,,,,1
BL354,BL354,17:17,-25.415798,-49.281108,REC,0,3,,,,,1
HA026,HA026,17:17,-25.538826,-49.307915,REC,1,1,,,,,1
EL308,EL308,17:17,-25.467756,-49.255371,REC,0,3,,,,,1
JL335,JL335,17:17,-25.510665,-49.342228,REC,0,3,,,,,1
I9060,I9060,17:17,-25.548161,-49.29143,REC,0,,,,,,1
HI619,HI619,17:17,-25.539135,-49.307435,REC,1,4,,,,,1
GI051,GI051,17:17,-25.549928,-49.291413,REC,1,1,,,,,1
00004,00004,17:17,-25.500415,-49.238116,REC,0,,,,,,1
EA008,EA008,17:17,-25.468871,-49.255646,REC,1,1,,,,,1
JC019,JC019,17:13,-25.449525,-49.366826,REC,1,1,,,,,1
GE693,GE693,17:17,-25.549848,-49.292048,REC,0,4,,,,,1
BD141,BD141,17:17,-25.395198,-49.242856,REC,0,5,,,,,1
CA600,CA600,17:16,-25.381021,-49.1862,REC,1,4,,,,,1
GI603,GI603,17:16,-25.5493,-49.291245,REC,1,4,,,,,1
05040,05040,17:15,-25.42322,-49.26737,REC,0,,,,,,1
08055,08055,17:17,-25.42949,-49.28457,REC,0,,,,,,1
HE604,HE604,17:17,-25.53828,-49.30728,REC,0,4,,,,,1
HB615,HB615,17:10,-25.538156,-49.307816,REC,1,4,,,,,1
HA194,HA194,17:17,-25.5395,-49.307678,REC,1,1,,,,,1
HI626,HI626,17:17,-25.538828,-49.307625,REC,1,4,,,,,1
BI028,BI028,17:16,-25.41515,-49.281078,REC,1,1,,,,,1
HE605,HE605,17:17,-25.53839,-49.307253,REC,0,4,,,,,1
JI601,JI601,17:16,-25.448825,-49.366893,REC,1,4,,,,,1
HI027,HI027,17:17,-25.539376,-49.307881,REC,1,1,,,,,1
08063,08063,17:17,-25.43621,-49.27189,REC,0,,,,,,1
BC014,BC014,17:17,-25.415015,-49.28088,REC,1,1,,,,,1
HA603,HA603,17:17,-25.538708,-49.307628,REC,1,4,,,,,1
JB612,JB612,17:17,-25.448746,-49.366883,REC,1,4,,,,,1
HC005,HC005,17:17,-25.53821,-49.307705,REC,1,1,,,,,1
EA187,EA187,17:17,-25.468688,-49.25579,REC,1,1,,,,,1
BA013,BA013,17:17,-25.41552,-49.281058,REC,1,1,,,,,1
00025,00025,17:17,-25.47242,-49.25171,REC,0,,,,,,1
00011,00011,17:17,-25.53465,-49.26817,REC,0,,,,,,1
08056,08056,17:17,-25.43136,-49.27884,REC,0,,,,,,1
JA034,JA034,17:17,-25.44875,-49.365285,REC,1,1,,,,,1
HB694,HB694,17:17,-25.538166,-49.307426,REC,1,4,,,,,1
GC014,GC014,17:17,-25.548443,-49.292305,REC,1,1,,,,,1
GL327,GL327,17:17,-25.550215,-49.290851,REC,1,3,,,,,1
EA006,EA006,17:17,-25.468753,-49.255751,REC,1,1,,,,,1
GB604,GB604,17:17,-25.549621,-49.291106,REC,1,4,,,,,1
PC947,PC947,17:17,-25.482736,-49.239078,REC,1,7,,,,,1
08023,08023,17:17,-25.428476,-49.284902,REC,0,,,,,,1
PL483,PL483,17:17,-25.483491,-49.239311,REC,0,3,,,,,1
HA197,HA197,17:17,-25.538778,-49.308051,REC,1,1,,,,,1
GR124,GR124,17:07,-25.549493,-49.291178,REC,1,4,,,,,1
GB301,GB301,17:17,-25.55047,-49.291838,REC,0,15,,,,,1
08058,08058,17:17,-25.43392,-49.2722,REC,0,,,,,,1
GI601,GI601,17:17,-25.549113,-49.291373,REC,1,4,,,,,1
GI026,GI026,17:16,-25.548593,-49.291436,REC,1,1,,,,,1
BL372,BL372,17:17,-25.387303,-49.203303,REC,0,3,,,,,1
GL322,GL322,17:17,-25.549366,-49.290566,REC,0,3,,,,,1
09044,09044,17:17,-25.47743,-49.28501,REC,0,,,,,,1
EL324,EL324,17:17,-25.468103,-49.255235,REC,1,3,,,,,1
GI029,GI029,17:17,-25.548453,-49.29148,REC,1,1,,,,,1
GE735,GE735,17:16,-25.54866,-49.291725,REC,0,5,,,,,1
BA021,BA021,17:16,-25.415773,-49.281095,REC,1,1,,,,,1
05060,05060,17:17,-25.38073,-49.22882,REC,0,,,,,,1
BL344,BL344,17:16,-25.415216,-49.281191,REC,0,3,,,,,1
EE699,EE699,17:17,-25.467568,-49.255141,REC,0,4,,,,,1
HA608,HA608,17:17,-25.539063,-49.307488,REC,1,4,,,,,1
PI308,PI308,17:17,-25.482596,-49.239631,REC,1,3,,,,,1
09026,09026,17:10,-25.46773,-49.29314,REC,0,,,,,,1
BI600,BI600,17:14,-25.414918,-49.280903,REC,1,4,,,,,1
EB601,EB601,17:17,-25.467853,-49.25487,REC,1,4,,,,,1
BE717,BE717,17:15,-25.394943,-49.242348,REC,0,5,,,,,1
EA021,EA021,17:17,-25.468338,-49.255773,REC,1,1,,,,,1
HI012,HI012,17:16,-25.539313,-49.307745,REC,1,1,,,,,1
HC008,HC008,17:17,-25.53841,-49.307808,REC,1,1,,,,,1
09017,09017,17:16,-25.49242,-49.29445,REC,0,,,,,,1
EA186,EA186,17:17,-25.468348,-49.255831,REC,1,1,,,,,1
03037,03037,17:17,-25.44819,-49.28793,REC,0,,,,,,1
HI618,HI618,17:17,-25.538615,-49.307488,REC,1,4,,,,,1
PL312,PL312,17:17,-25.483066,-49.239276,REC,0,3,,,,,1
HA017,HA017,17:17,-25.53905,-49.307815,REC,1,1,,,,,1
09027,09027,17:17,-25.46768,-49.29324,REC,0,,,,,,1
EA199,EA199,17:17,-25.468256,-49.255803,REC,1,1,,,,,1
CI601,CI601,17:17,-25.38058,-49.185806,REC,1,4,,,,,1
HB603,HB603,17:16,-25.537998,-49.30747,REC,1,4,,,,,1
00016,00016,17:14,-25.50725,-49.23473,REC,0,,,,,,1
GE725,GE725,17:17,-25.549956,-49.290953,REC,0,5,,,,,1
